50,876
20,926
20,946
95,966
321,1061
469,1383
123,1852
210,1975
642,2184
55,2826
107,2882
148,2989
224,3137
188,3360
278,3549
630,3827
492,4457
29,4949
20,4978
463,4998
88,5461
28,5549
100,5576
551,5677
267,6228
22,6496
102,6518
425,6620
755,7045
87,7799
74,7887
74,7960
564,8034
38,8598
275,8637
740,8912
20,9652
57,9672
44,9729
917,9774
236,10691
37,10927
20,10964
420,10984
353,11404
20,11757
43,11777
858,11820
41,12678
259,12719
21,12978
551,12999
140,13550
134,13690
173,13824
347,13997
105,14344
360,14449
177,14809
877,14986
37,15864
37,15900
31,15938
730,15969
138,16699
79,16836
71,16916
297,16987
121,17284
400,17405
86,17805
1032,17891
20,18923
35,18943
20,18978
487,18998
135,19484
109,19620
210,19729
823,19939
60,20761
49,20821
90,20870
553,20960
238,21513
209,21750
20,21960
107,21980
75,22086
358,22162
296,22520
714,22816
410,23530
20,23940
20,23960
957,23980
20,24937
20,24957
20,24977
263,24997
39,25261
369,25300
322,25669
901,25992
53,26893
31,26946
20,26977
249,26997
214,27246
92,27460
65,27552
482,27617
351,28098
485,28449
20,28934
86,28954
469,29040
155,29509
304,29664
485,29968
189,30453
151,30643
20,30793
608,30813
49,31421
27,31470
300,31497
376,31797
373,32173
111,32546
20,32657
690,32677
95,33367
499,33461
26,33960
679,33986
20,34665
86,34685
44,34771
730,34815
24,35545
207,35568
149,35775
317,35924
206,36241
28,36448
166,36476
515,36642
768,37157
20,37925
25,37945
814,37970
71,38784
34,38855
48,38889
125,38936
257,39061
137,39318
526,39455
350,39981
28,40331
463,40359
175,40822
203,40996
334,41200
375,41534
20,41909
196,41929
398,42125
92,42523
339,42615
428,42954
113,43383
154,43495
283,43649
118,43932
621,44049
307,44671
20,44978
187,44998
446,45185
341,45631
20,45973
769,45993
20,46762
132,46782
26,46914
385,46940
70,47325
448,47395
78,47843
327,47921
669,48247
20,48917
20,48937
63,48957
849,49020
110,49869
20,49979
672,49999
246,50671
20,50918
20,50938
77,50958
419,51035
263,51454
183,51717
751,51901
90,52652
189,52741
20,52930
816,52950
59,53767
52,53826
20,53878
251,53898
67,54149
738,54216
26,54955
259,54981
381,55240
328,55621
20,55949
746,55969
244,56716
20,56960
20,56980
678,57000
175,57678
54,57853
20,57907
355,57927
531,58282
36,58813
25,58849
874,58873
80,59747
20,59827
79,59847
632,59927
120,60558
136,60678
78,60815
727,60893
98,61619
75,61718
179,61792
925,61971
20,62896
27,62916
23,62943
580,62965
133,63546
197,63679
61,63876
342,63936
231,64279
265,64510
73,64775
242,64848
35,65090
631,65125
71,65756
282,65827
749,66110
63,66859
21,66922
146,66942
436,67088
151,67524
302,67675
687,67977
20,68664
95,68684
81,68779
674,68860
392,69534
49,69927
21,69976
704,69997
212,70701
20,70913
20,70933
913,70953
78,71866
20,71944
20,71964
85,71984
608,72069
245,72677
76,72921
184,72997
605,73181
20,73787
70,73807
939,73876
33,74816
