498,118
255,616
33,871
380,903
166,1283
496,1449
50,1945
691,1995
125,2686
59,2812
20,2871
988,2891
20,3879
20,3899
75,3919
739,3994
219,4733
23,4952
20,4975
378,4995
260,5374
321,5634
20,5955
235,5975
307,6209
238,6516
57,6754
414,6811
427,7225
328,7652
20,7980
80,8000
385,8080
340,8465
164,8805
325,8970
579,9295
56,9874
32,9930
272,9962
155,10234
361,10389
20,10751
530,10771
20,11301
627,11321
20,11948
838,11968
48,12806
46,12854
73,12901
585,12974
141,13559
20,13700
46,13720
374,13766
94,14141
39,14235
722,14274
621,14995
201,15616
20,15817
115,15837
769,15953
129,16722
20,16851
100,16871
190,16972
365,17162
442,17527
29,17969
23,17997
442,18020
340,18462
172,18803
46,18974
596,19020
118,19616
20,19733
1082,19753
20,20835
47,20855
45,20902
484,20947
506,21432
20,21937
35,21957
618,21992
115,22610
62,22725
193,22788
353,22981
578,23334
20,23912
66,23932
35,23998
166,24033
777,24198
20,24975
596,24995
82,25591
252,25673
69,25925
843,25994
97,26837
30,26934
20,26964
774,26984
28,27758
187,27787
22,27974
230,27996
247,28225
174,28472
20,28647
1238,28667
55,29904
20,29960
20,29980
472,30000
228,30472
205,30699
24,30904
267,30928
395,31196
24,31590
175,31614
984,31789
44,32773
133,32817
38,32951
489,32988
188,33478
156,33665
89,33821
187,33910
643,34098
226,34741
20,34966
63,34986
89,35049
194,35138
338,35332
1102,35671
110,36772
24,36882
20,36907
403,36927
467,37330
181,37797
20,37978
839,37998
74,38837
40,38911
34,38951
949,38985
20,39934
20,39954
20,39974
26,39994
102,40020
390,40122
136,40512
741,40648
411,41389
53,41800
74,41853
477,41927
343,42404
82,42747
21,42828
455,42850
440,43305
66,43745
153,43811
335,43964
595,44299
64,44893
36,44957
878,44993
20,45870
20,45890
41,45910
125,45952
21,46076
862,46097
24,46959
291,46983
465,47274
176,47740
50,47916
97,47966
20,48062
337,48082
557,48419
852,48976
104,49827
20,49931
33,49951
747,49984
20,50731
97,50751
25,50848
310,50873
601,51183
165,51784
20,51949
261,51969
405,52231
180,52636
23,52816
352,52838
342,53190
232,53532
110,53764
434,53874
600,54308
20,54909
20,54929
520,54949
465,55469
41,55934
20,55976
645,55996
246,56641
49,56887
49,56937
45,56986
454,57031
224,57485
227,57709
472,57936
170,58408
87,58578
