904,1110001000
135,0010000111
834,1101000010
848,1101010000
308,0100110100
105,0001101001
401,0110010001
209,0011010001
538,1000011010
240,0011110000
585,1001001001
85,0001010101
780,1100001100
785,1100010001
46,0000101110
673,1010100001
646,1010000110
306,0100110010
340,0101010100
808,1100101000
225,0011100001
390,0110000110
170,0010101010
58,0000111010
643,1010000011
293,0100100101
540,1000011100
531,1000010011
166,0010100110
680,1010101000
549,1000100101
802,1100100010
816,1100110000
263,0100000111
788,1100010100
54,0000110110
526,1000001110
706,1011000010
195,0011000011
420,0110100100
338,0101010010
650,1010001010
113,0001110001
676,1010100100
75,0001001011
330,0101001010
960,1111000000
291,0100100011
57,0000111001
804,1100100100
624,1001110000
582,1001000110
368,0101110000
184,0010111000
600,1001011000
394,0110001010
232,0011101000
15,0000001111
267,0100001011
142,0010001110
325,0101000101
418,0110100010
708,1011000100
356,0101100100
612,1001100100
226,0011100010
210,0011010010
281,0100011001
298,0100101010
150,0010010110
114,0001110010
102,0001100110
78,0001001110
139,0010001011
553,1000101001
147,0010010011
141,0010001101
649,1010001001
116,0001110100
534,1000010110
77,0001001101
664,1010011000
652,1010001100
562,1000110010
593,1001010001
360,0101101000
178,0010110010
53,0000110101
525,1000001101
705,1011000001
660,1010010100
106,0001101010
594,1001010010
201,0011001001
23,0000010111
169,0010101001
275,0100010011
216,0011011000
45,0000101101
449,0111000001
172,0010101100
712,1011001000
27,0000011011
523,1000001011
354,0101100010
153,0010011001
197,0011000101
609,1001100001
556,1000101100
912,1110010000
101,0001100101
353,0101100001
269,0100001101
688,1010110000
83,0001010011
777,1100001001
177,0010110001
547,1000100011
43,0000101011
108,0001101100
86,0001010110
586,1001001010
228,0011100100
720,1011010000
898,1110000010
202,0011001010
89,0001011001
156,0010011100
337,0101010001
300,0100101100
404,0110010100
344,0101011000
60,0000111100
581,1001000101
480,0111100000
154,0010011010
417,0110100001
424,0110101000
149,0010010101
900,1110000100
297,0100101001
450,0111000010
393,0110001001
456,0111001000
792,1100011000
588,1001001100
294,0100100110
579,1001000011
387,0110000011
771,1100000011
71,0001000111
90,0001011010
120,0001111000
864,1101100000
332,0101001100
92,0001011100
561,1000110001
616,1001101000
801,1100100001
452,0111000100
533,1000010101
836,1101000100
432,0110110000
464,0111010000
326,0101000110
840,1101001000
323,0101000011
329,0101001001
674,1010100010
408,0110011000
928,1110100000
564,1000110100
645,1010000101
610,1001100010
39,0000100111
270,0100001110
774,1100000110
30,0000011110
165,0010100101
396,0110001100
554,1000101010
550,1000100110
51,0000110011
204,0011001100
537,1000011001
568,1000111000
736,1011100000
284,0100011100
212,0011010100
198,0011000110
305,0100110001
277,0100010101
833,1101000001
29,0000011101
657,1010010001
180,0010110100
519,1000000111
658,1010010010
282,0100011010
312,0100111000
402,0110010010
163,0010100011
773,1100000101
389,0110000101
596,1001010100
278,0100010110
786,1100010010
99,0001100011
897,1110000001
778,1100001010
